,0,1,2
2807,i chose the first choice from your statement up on top cant member,,No
2808,I bet if I were more sexier than Mr flinstOne you and I would have changed phone numbers huh so you think mistas sexy as well huh,I bet if I were more sexier than Mr flinstOne you and I would have changed phone numbers huh ,No
2809,i care alot for your well being i know you you,,No
2810,i cant live with out u in my life im not going no where i told you,,No
2811,I can apos t think of anymore apos s im done lol But i do have an idea how about you go do some work and stop f apos ing around on the computer lmao nah j k do Yerr thing love have a good day at work lmfao Brian shup would you u dont mean that i know lol your funny and yeah ill try have a good day will c thanks for asking cause i still aint answerd your yesterdays questions lol,,No
2812,i can thinkg of question lol yay ill spam u soon cause im good like that hey u home now right ,,No
2813,i can run faster then that car what the sx haha wat a joke,,No
2814,I can ask many more do you wanna hear apos em LOL go ahead,,No
2815,I came online at 2 Where were u im here but your not are you ok,,No
2816,I bring my itouch as back up lmao u dork,dork ,No
2817,I bet you can guess what time it is over here right now can you well i know that in san franfrisco D D its 2 44pm and in canada its 5 44pm D,,No
2818,Do you cuss i do and i dont ,,No
2819,do you come froma land down unda not born but breed yes lol,,No
2820,do you click on the refresh button to see incoming q apos s how do u know u have incoming questions cause at the top says that u have 3 new questions or 3 new answers like the new fs,,No
2821,i think u think im someone else srry I honestly have no idea just tell me ,,No
2822,i misss you 3333 i miss you too so muchhhhh mannn,,No
2823,I miss you too D,,No
2824,I met you once and you seem like such a sweetheart thank you ,,No
2825,I LOVEEE YOUUU 3 i love you too 3333333,,No
2826,I love yuu 3 i love you too bby 333333,,No
2827,i love youuu2665 3 love you too stranger ,,No
2828,i love youuu i love you too 33,,No
2829,i love youuu 3 i love you too 3333,,No
2830,I love youuu 33333 lol i love you too,,No
2831,i love youu 333 i love you too baby girlll 3r r ,,No
2832,i love youu 33r and your gorgeousss thanks girlier r and i love you too 3r 3,,No
2833,i love you laura but if you ended up with tonys baby i would laugh sosoo hardr it would be a beautiful baby though haha i bet it would 3,but if you ended up with tonys baby i would laugh sosoo hardr ,No
2834,i love you baby 3 you are soo pretty thanks baby 3,,No
2835,i love you but you judge people by their looks way to much aha no i really dont ,,No
2836,i laaaaavv you ,,No
2837,I happen to think your very pretty thanks your very pretty yourself ,,No
2838,i fucking love youu 3 i fuckingggggggggggg lovee youuuuu tooooooooooooor r 3333333333333333333333333333333333333333,,No
2839,i dont know why people are putting stupid stuff all over your formspring weve only talked chilled a couple times but you seem really nice so people should actually hangout with someone before they decide to hate on them yupp i know but i justt let them be and thanks stranger lol,i dont know why people are putting stupid stuff all over your formspring weve only talked chilled a couple times but you seem really nice so people should actually hangout with someone before they decide to hate on them ,No
2840,i been well in college how u been well who is this ,,No
2841,hows life chillan ,,No
2842,howd u n tony meet not to b creepy i like love stories um well r we met at the falls when we both were with joshy boyy ,,No
2843,i see ju and isaac aroud school do ju like him idkk ,,No
2844,i think with short hair youll look older but either wayyy beeaaauitful aw thanks baby 333,,No
2845,how tall are u 5 4,,No
2846,i think you are so pretty thanks cutie 3,,No
2847,is it true u like tony idk is it ,,No
2848,imisss youuuu 3 i miss you too bby gurl 3333,,No
2849,im serious no1 special i jus hope i made u smile Lol well u did and you ll put a bigger smile on my face when you tell me ,,No
2850,im pretty sure u need good grades to get into coral reef yea me too r who says i dont ,,No
2851,Ily ily too hunny bunn ,,No
2852,ILY MIJITAA GUESS WHO IT IS I HAVE MY HOOD UP I PULL IT TIGHT AND I PUT ON A RETARTED FACE ANDDD IM IN UR 3RD AND 6TH PERIODDD DDD mmmmmmm maddy ar allinaa 33,,No
2853,ILOVEYOU love you too babe 33,,No
2854,ill remind u in a couple years but first we gotta be better friends cuz for sure im not gonna kno u at all r lol well it would help if you kinda told me who this is,t first we gotta be better friends cuz for sure im not gonna kno u at all r ,No
2855,iknow lol ,,No
2856,If You Were On A Deserted Island Who Would You Like To Be With ,,No
2857,If you could ask Barack Obama one question what would it be you havent changed anything for quot your country quot r why are you being such a fuking retard ,,No
2858,I apos m not here to talk trash like other people on your wall so don apos t take this the wrong way But you claim to be a follower of God yet you say such un Godly things on Formspring Like bad words and stuff I thought maybe you should start working on that yes im working on that thank you,,No
2859,I wish I could fly that makes two of us ,,No
2860,i went out with eddie last year A ,,No
2861,i wanna take u out who is this ,,No
2862,I wanna know your facebook link so I can see what you look like cause someone posted this link in my question p www facebook com profile php id 695714369 amp v wall amp story_fbid 395847089369profile php id 100000324075920,,No
2863,i wanna get to know how can i IM me on fb ,,No
2864,i wanna fuck u cool ,fuck you ,No
2865,i wanna fite u Wowww I love how you put your name hit me up then ,i wanna fite u i wanna fite u hit me up then ,No
2866,i thought yu were in 8TH well you thought wrong ,,No
2867,i think your gorgeous thanks baby,,No
2868,how tall r u 5 3 hby ,,No
2869,how short is your hair above me bobbies haha 3,,No
2870,do you carry weapons lol yes my mouth does that count,,No
2871,heyy hellow ,,No
2872,Hey D hey gurlll ,,No
2873,hey we knew each other but kinda met today ur pretty cute for a 7th grader im not gonna lie thank you ,,No
2874,hey this is actually Danny Grammes and i didnt write thatvvvv someone is writing shit and putting my name k, This isn t cyberbullying itself but references someone writing stuff with his name that may have been offensive ,No
2875,Hey So I Dont Know You But Pplz Tell Meh u Dnt Lykk Mehh Is Tht Trueee nah chill w that ,,No
2876,Hey luara don apos t linsten to all them haters who arnt man enough to talk crap to ur face and I also think ur amazing and wonderful and hot to haha if u respond back I apos ll tell u who wrote this peace 3 hhaha thanks who is this ,,No
2877,hey Laura heyyy ,,No
2878,hey laura its mike just stoped by to show some love lol mkay 3,,No
2879,hey i apos m Madison i go to kidkbozing hellow 3,,No
2880,Hey I apos m Brianna Formosa Look Me Up On Facebook I apos m Going To Southwood Next Year I apos d Like To Get To Know You okay dike lol jk but for suree,,No
2881,hey beautiful heyyy 33,,No
2882,herrow wazuppppp ,,No
2883,have yuu and tony baby smochedd yet 3 hah r jesss ,,No
2884,have you FUCK NOOOOO MAN , Q have you A FUCK NOOOOO MAN ,No
2885,Have you sucked tonys cock nah have you ,have you sucked tonys cock ,No
2886,have you kissed my bro isaac haha no ,kinda stuck up ,No
2887,Have you gone to any parks nope only rivers ,Na ,No
2888,have you ever hooked up with someone thats actually in your grade i went out with someone in my grade,,No
2889,have you and tony smashed yett r hhaha r r NO ,,No
2890,have u given any BJ apos s nahh chill with that,have you given any bj s ,No
2891,HARDERRRR r ,Harder ,No
2892,hahahaha tapia ia a good name jess it is D,hahahaha tapia ia a good name ,No
2893,Hey Suppp,,No
2894,HEYYYYYYY hellow,,No
2895,how r u its been like forever good lol hby ,,No
2896,hi laura hello stranger ,,No
2897,how old r u and whens ur bday 13 september 6 ,,No
2898,how old is your boyfriend 16 ,,No
2899,how old are you 13 turning 14,,No
2900,how much for a blow hah r r sorry sweetie but um i dont quot blow quot ,how much for a blow ,No
2901,how many people have you kissed i have no idea ,,No
2902,how many bfs hav u had middle shcool 3,,No
2903,how long are your bangs well i have lairs but the last lair is up to my chin ,,No
2904,How does tonys mouth taste like ,How does tonys mouth taste like ,No
2905,how do you know william cupo umm i think a party,,No
2906,how do you get your hair wavy like that its naturally wavy ,,No
2907,how do you get so d lmao ask yourself that first ,,No
2908,How come we apos ve never even spoken since mission apos s camp Whatever I hope you apos re doing alright God bless imy and thank you god bless you ,,No
2909,how are your bangs so perfect do you do anything to them npe lol well i blow dry them sometimes ,,No
2910,How are you and tony doing so far great ,,No
2911,hop off porch monkey she mine 333 member this babe it tony your fatherfucker haha yes baby i remember,fatherfucker ,No
2912,HOLA U DID SOOOO WELL IN THE SHOW MIJITA 33 thanks baby gurlll 33,,No
2913,HOLA SEXYYYY UR GORGEOUS CAN U SHARE SOME OF IT PWEASE aww your too cute ,,No
2914,hoe skankk ,hoe skank Q hoe A skankk ,No
2915,hi hellowxD,,No
2916,hi hello ,,No
2917,hi mamita hey strangerr 3,Na ,No
2918,is it true your gnna be in 8th grade this year yes it is,no ,No
2919,is samara a 7th grader to but going to 8th or is she a soon to be 9th grader now 7th grader ,,No
2920,Its jurrr anniversary D i know ,,No
2921,so pretty gracias stranger ,,No
2922,she opened up her mouth then i blew her brains outt , she opened up her mouth then i blew her brains outt ,No
2923,she does like issac they hooked up no wtf thats not true ,Someone could be either joking or spreading a rumor about the female who may have hooked up with Issac The other person said it is not true but someone could be very offended by it ,No
2924,SHAKEEE ITTTTTTTTT DONT BREAK IT ,,No
2925,Sexy Enough said thanx ,,No
2926,Samee cooollll ,,No
2927,same borinq life in hot as fuck miami lmao word,,No
2928,pop off porch monkey shes mine haha 33,porch monkey ,No
2929,please just tell me the url it apos s real important and it doesnt matter anyways its not like she has private info on there i dont know it obviously,,No
2930,people stop hating ily lauraa 333 i adore you darlinggg 3,,No
2931,People sayy your really nice I don apos t know you to hate on you I just wanna put anything thats bad behind us Kayy okayyy ,,No
2932,people say ur a bitchh i didnt kno u lyk daht amp amp then i saw katryna throo a corndog at ur head lmfaoo u are bitch was the CORNDOG GOOR FERR UR HAIRR good ferr mah sencve of huemr lol stfu you would be mad if some fat girl named twinkie threw shit at your hair and you make no sense ,people say ur a bitchh i didnt kno u lyk daht then i saw katryna throo a corndog at ur head lmfaoo u are bitch people say ur a bitch lmfaoo u are bitch you would be mad if some fat girl named twinkie threw shit at your hair ,No
2933,ooo lol ok ,,No
2934,OoO and also jus knowing I made u smile is gud enough for me That literally makes my summer lol your a cutie ,,No
2935,only half amazing as you Lol that s very sweet 3 who are you ,,No
2936,omgg i just remembered that you apos re younqer than me lol but people say iLook like iBelonq in the 6th grade im qonna be a freshiee at RMEC lol lol well good luck 3,,No
2937,omgg your one of the prettiest girlsss eva do you go to palmetto though thanx and nopeeee,,No
2938,omg y do u guys keep asking her if she likes mevv legit ,,No
2939,omg toneys in tenth grade wow either hes despret or ur pregnat nah your just jelous ,despret ,No
2940,omg its laura i miss you babyy Lol I miss you too 3,,No
2941,omfg u me natasha kathy kasey rachel katryna HOT thank you ,,No
2942,oh yeah i o to sflma to i just never know what it stood for lol i go for cardio kickboxing you sameee r r who are you ,no ,No
2943,skankk slaughterrrrr,skank skankk skankk ,No
2944,so u didnt fail ms shills clas nah,,No
2945,its Zack how have you been my camper good hby ,,No
2946,so what is this i hear about tony do you likee himm D y yes i doo 3,,No
2947,um I don apos t think the girl who is saying elizabeth is really her she isn apos t mean like that and she wouldnt sign her name along with a hate comment r that apos s fake so yeahh i know we talked ,,No
2948,u r sooo HOT 3 haha thanks,,No
2949,u don apos t lyk elizabeth wtf i love her ,,No
2950,u did AMAZING in the show aaaaaaaaXD LMFAO thanks kiddo ,,No
2951,U are one sexy chick thanks ,,No
2952,TRASH FALSE ,trash ,No
2953,to the person that said quot Why do you follow those dum 8th graders Be a leader not a follower quot SHUT THE FUCK UP YOUR NOT GONNA DO ANYTHING ABOUT IT YOUR JUST JELOUS so do me a favor and shut the hell up k cool byer 3ILOVEYOULAURAA 3 lmao i love you too girly 3,shut the fuck up your not going to do anything about it SHUT THE FUCK UP ,No
2954,to the pathetic fool that said this quot toney well never go out ur pretty but ur such a bitch on the inside sorry but i dont like you no one does quot i just got 2 things to say learn how to spell my name and never assume you kno who im gonna go out with baby i love youuuu 33,pathetic fool ,No
2955,tico still likes you he just doesnt know how to tell you and told you what he said cause his other friends told him to cool i really dont give a fuhkkkkk i love tony 3,,No
2956,Thx u jus made my summer lol adorable ,,No
2957,this is my bffl ALL THE WAY 333,,No
2958,Think of the person that would make you the happeist telling u this and ill b tht prson well theres actually a lot of ppl but are we close ,,No
2959,the prettiest confused much ,,No
2960,tell me the truth did alexa really do anything its not really anyones buisness why dont you ask her ,,No
2961,teehee 33 muahahahahah 3,no ,No
2962,Stop thinking your friends with moises because if im not friends with him and im 2 years older than your ass how the hell can a 13 year old girl be friends with him like wtff hahaha r idk why dont you ask him ,your ass how the hell can a 13 year old girl be friends with him like wtff ,No
2963,SOUTHWOOD IS NOT GAY wtf um yeah it really is ,,No
2964,sooooooo what about him ,,No
2965,Sooo when r you gonnna make that group lmfao but if u were serious about it create a account that has the name anonymous so u wont get caught D hahaa idk if there are hakkers ,,No
2966,soo you think that i apos ve called you a bitch and that im telling everyone that your going out with tony and hes so cute i wouldnt talk shit about you cause i barely know you so dont believe what people tell you about me cause i wouldnt do that promise k thank you ,called you a bitch ,No
2967,So what apos s up nada about to crash hby ,,No
2968,oh lalalalalalala tony mamiiii 3333333333 i knowwww ,no ,No
2969,nuthin broward u Same I m Orlando at my uncles btw which Juan is this ,,No
2970,now you want my last name i dont think so i already gave you my name you dont need to know anything except that you wear WAY to much makeup A ,you dont need to know anything except that you wear WAY to much makeup ,No
2971,no we are not close thts wat im saying and im not an eighth grader ot tht kid they asked about lol lol oh okay,,No
2972,LAURAA love you too purty 3,,No
2973,Lauraa you are too prettty I love youu 33 hahh your the gourgeous one hunny bunn 333333,,No
2974,lauraa lauraaa 3 baby hoeeeeee D,baby hoeeeeee ,No
2975,Laura apos s not a whore or anything like that She apos s beautiful she apos s nice and she apos s caring Maybe if you took some time to get too know her you wouldn apos t say sad lies like that Okay Ok thanks aww thanks stranger 3r ily ,,No
2976,laura why do you hate me so much _ lol who are you ,,No
2977,laura tapia iss super gorgeous haha 3r r r thanks baby girl so are you 33,,No
2978,laura is gorgeous ily thanks baby girl so are you and i love you too 33,,No
2979,Laura is a stunnna 3,,No
2980,Laura idk if you think your cool cause you hungout with quot moises quot but guess what he will never hangout with you again nor text you or talk to you it was a one time thing His way to good for you to even think about especially since ur in 8th grade like lol okay your dumb gooodjob at whatever it is your trying to accomplish yeah its not working ,idk if you think your cool cause you hungout with moises but guess what he will never hangout with you again nor text you or talk to you it was a one time thing His way to good for you to even think about especially since ur in 8th grade ,No
2981,laura i really like you and i know you are talking to someone your sister told me i go to southwood i told her who i am ask her and put my name as your answer jostin ,It is unclear whether the person asking the question is really the person referenced in the question If not it could be bullying ,No
2982,laura i lovee youuu i love you tooo 3333,,No
2983,LAURA D haha how funny i just did that to you 333333,,No
2984,laura im saying this cause I care about you stop going from guy to guy youre ruining your rep more and more day by day you need to chillout with it before you make a big mistake also youre waisting ur beauty on guys who dont care about you its sad thank you 3 but i dont jump from guy to guy i have only hooked up and talk to one guy this year and were still talking and thankyou for caring 33r ,,No
2985,Lara Tapia 3 text mehhh whoreee mkay skank 33,whore skank ,No
2986,Kenyi apos s cuz Ohh okay ,,No
2987,kasey is amazing 3 your the stupid skank who doesnt know kasey okay so hop off and if you think im gunna care what you think of me then you are very concided hah pussy bitch you make no sense ,your the stupid skank who doesnt know kasey your the stupid skank pussy bitch you make no sense hah pussy bitch you make no sense ,No
2988,Jus made my life and ur the cutie Awww 3 your amazing ,,No
2989,Jhocelyn wooping your ass nah It apos s Alexis 3 you I lovee ju,ooping your ass nah ,No
2990,Jerryka Anerine what about her ,,No
2991,jer cute why thank you so are you ,,No
2992,jaja VVV really i didnt dumb hoes could fuck me without me knowin hahaha 33,,No
2993,Lauraaa hey pretty 3,,No
2994,Lauraaaa Tapia is the BEST GIRL Chinaa aw no honey thats you 3,,No
2995,lauraaaaaaaaa 3 laurennnnnnnnn 3,,No
2996,love your stamach rofl do know any good workouts for it lol thanks and not really i dance ,no ,No
2997,no but do you think he apos s hot and stuff I apos m talking about jeffery um i have a boyfriend ,,No
2998,NICOLENICOLENICOLENICEOLNICOLENICOLENICOLENICOLENICOLENICOLENICEOLNICOLENICOLENICOLENICOLENICOLENICOLENICEOLNICOLENICOLENICOLENICOLENICOLENICOLENICEOLNICOLENICOLENICOLENICOLENICOLENICOLENICEOLNICOLENICOLENICOLE 3333333333333333 vvvvvvvv haha fashowwwww 3,,No
2999,Name your top 10 peoplee of what ,,No
3000,Name some 8th graders you want to get close too there are none ,,No
3001,name all the guys you have hooked up with sean oscar can t remember guys in between tico and tony ,the guys you have hooked up ,No
3002,nahh im more of a vagina type guy cool ,,No
3003,miss seeing you at southwood aw 3 who is this ,,No
3004,milanes cary deleted the comments she wrote on your picture guess she was scared lmfao lmfao guess so ,guess she was scared ,No
3005,me too 33 We like HAVE to chill sooon what are you doing tomorrow biatchh ,,No
3006,loooooooooooove u bby love you more ,,No
3007,laurra you made advisement my favorite class 33 you would always come in a shitty mood talk to me about what happened then ask me for food and all of a sudden your happy lmfao i love youu 3 Lmfao I love you too bebe 3,,No
3008,lol you too in 8th qrade that qrade was the best for anyone lol well i hope it is for me,,No
3009,lol laura come on ask me some questions i have no questions to answer on mines wich sucks lol lol ,,No
3010,lol i still remember how u used to kick me in elementary lol hope ur having fun in southwood D haha i wonder who this is ,,No
3011,Lol I didn apos t write whore oh oky well who ever did can smd ,whore ,No
3012,Lol good guess yuppp ,,No
3013,lmfao thats mature Just because she apos s younger doesnt mean she can apos t have friends that are olderr Are you jealous or something get over it dale pues 3,,No
3014,Liar You are not an 8th grader You are a seventh grader no shit sherlock ,,No
3015,lets smash D hah im str8 ,,No
3016,lenis k cool why the fuck are you on ma shit do think i actually gi,why the fuck are you on ma shit ,No
3017,hahahah b jealous tht she hung out wit moises or b jealous holy shiiiih u worry bout u and she apos ll worry bout her and hey again never found out who i was lol then tell me ,b jealous ,No
3018,haha that wasnt me beetedubs whoeveer wrote that about ouur lunch V i love you though 3 hahah i love you too 333,,No
3019,haha i remember you will always do that evil laugh in 5th period 333 lmao i miss you soooooo much 33333,,No
3020,let apos s jump them ha yes ,let s jump them ,No
3021,jordan you apos re friggin goregeous i seriously wish i could look like you your hair is beautiful true story aww thankks thats real sweet ,,No
3022,is ur vag tight enough that i could fit my fist in it and im a baby i know how u like them wtffff ,is your ,No
3023,Is Diana z a virgin uhm why dont you ask her ,is diana z a virgin Is Diana A Virgin Trying to get personal information about a friend is diana z a virgin ,No
3024,im sorry to hear about your dog thankks ,,No
3025,iloveyou Jordan party buddy i love you too jessica partyy buddy ha great times ,,No
3026,If you could make one person fall in love with you who would it be there already in love with me,Na ,No
3027,idk why you let austin take ur v i mean he apos s fucked a million other bitches hahahhah it aint lik it ment anything to him ha obviously you dont know shitt i would love for you to say that to my face someones jealous aww thats cute,fucked a million other bitches you dont know shitt i would love for you to say that to my face Na ,No
3028,i thought u an austin carter made uh really good couple aww well thankss ha,Na ,No
3029,I love you too awww yayysss ha,Na ,No
3030,I LOVE YOU JORDANKINPOONANNERS 33 guess whoooo awww allykinpoonanners 3 your my baby bestfriend ,,No
3031,i love me some jordann fuck those shittalkers i love me some julie amp fuck yeah ,f those shittalkers is referring to someone ,No
3032,i love jordan alexander 33 I love amber mabe 3333,,No
3033,i fucking love yewww 3 i fucking love you jordan 3 amp i miss you ,,No
3034,heyy babeyy giirlll i miss youhhh lets hang out next week 3 i miss you too amp okayyyy ,,No
3035,Have you had sex with anybody besides Austin nahhhh,,No
3036,hahah wtf people are stupid i know how you like babies wth bahah love you jordan hahahha for real i love you too whoever you are,,No
3037,don apos t you get tired of people always askin shit bout austin that really aint even there business hahah yeahh i do ,don t you get tired of people always askin shit bout austin that really aint even there business ,No
3038,Do you want to get back together with him i mean i miss him i do but i dont cause he will just hurt me again,,No
3039,Do you regret letting Austin be your first uhm no i dont,,No
3040,do you miss sitting with me at lunch ohhh how I do darlin I love you ,,No
3041,do you and lil jacob date yess,,No
3042,jordann we apos ve had our ups and downs but overalll your awsomeee 3 awww well thanks 3,,No
3043,no one is jealous that you fucked austin cause im sorry but anyone could and its a fact that it didnt mean that much to him cause hes told everyone in stokesdale that you need to hop the fuck off his dick and get over him okayy and i havent talked to him in like forever i dont care about him ha your cutee,fuck off his dick and get over him ,No
3044,yummyyyy jordan is sexxyyyyy lemme get a lick hahahahahaha who is this ,,No
3045,not as sweet as you are awww well thank you Who is this ,,No
3046,you know you hooked up with austin and he has a girlfriend i didnt know he had a girl,,No
3047,You have a nice booty hahaha i knoww rightt ilyy 3,,No
3048,You are Madly in love with Jose arn you ohhh yeahh you wishh ily ,,No
3049,why are you so sexy haha wanna see D hahahahahahaha ily and yes yes i do,Na ,No
3050,whos 1 of the funniest people you know name one boy n one girl hmmmm gabby she cracks me up,,No
3051,who apos s your favorite person from ellisboro I don t have one I love Ashley julie abbie rhiannon Brittany amp all of my girls ,,No
3052,Who is you apos re favortie person to talk to from each race black white Asian Hispanic etc i dont know i like to talk to my BESTFRIENDS ,Na ,No
3053,when is yo b day April 5th,,No
3054,whatchu got planned for this summer uhm idk yett why ,,No
3055,well i love you bitch ha well i love you too ,Na bitch ,No
3056,we can sit up on nem hills or we can sit up on nem bricks shawtyy lemme get a lickkkk when you wana splittt wtf uhm no darlin ,shawtyy lemme get a lickkkk when you wana splittt Na ,No
3057,wasnt the other night a ball hahahah hell yeahh ,Na ,No
3058,Uhmm the commment up unnder me saays so amp maybbbe you shoullld believe me abbout katelynnnnnnnnnnnn p yeahh ill believe what i wantt k thankss cause i dont know you , i dont know you you shoullld believe me ,No
3059,u and austin when camping yesterday wht wnt down yeahh we did amp thats my fuckingg business,,No
3060,Trina loves JORDANNN D i love you too darlin,,No
3061,that wasnt me that answered that question so delete it lol that was amber hahaha oh i knoww she shut the fuck up about it,Na ,No
3062,tehee i see you you fag hahahha jk i love youu,fag you fag you fag ,No
3063,so i think austins a dumbass for leavin you your the most gorgeous thing i have ever seen i would do anything for you beautiful awww well thankk you ,austin s a dumbass ,No
3064,realy noo MY HEART IT HURTS U BROKE IT UR SO MEANNN O M G IM SO BLOGGING ABOUT THIS GODD 3 uhm okayy I don t know you so good luck with that ,UR SO MEANNN O M G IM SO BLOGGING ABOUT THIS GODD ,No
3065,Really you don apos t regret it even though he cheated on you nopee shitt happens,,No
3066,r u a virgin uhm no,r u a virgin ,No
3067,did jordan have fun at julies with everybody of course i did i love you ashley 3,,No
3068,damn fuck what a hater say jordan abzilla loves youh these bitches either wana be you or be with you and they hatin cause they sure cant compete with you ha tell apos em jordan our only competition is the mutha fuckin mirrorrr 333 hahahhaha hell yeah I love me some ABZILLA ,,No
3069,bbygirlll i love youu i love you too fuck those bitches talkin shit ,,No
3070,austins new gf is ugly as fuxkkk lolz he did a downgrade honey ur better Pg hahahahahaa thankss ,gf is ugly as fuxkkk ,No
3071,you apos re cute p awww thanks you sexi 333,,No
3072,You apos re bomb too D awww thank you hehe lol ,,No
3073,you should ask me thingss huh i would if yew ask me too ,,No
3074,yo juss add me lol oh i told you i cant click yo click on my i pod ,,No
3075,yo can we speak anonymously on zoosk instead of on here cause i think u should know something come here www bit ly zoosk anon chatr wat that for reals haha ,,No
3076,yhuuu apos uhh cutie awwww thank you but your cute ,,No
3077,Yhur sooo cutee awww thank your pretty fine yourself ,,No
3078,Yhur hellaa cute qhet at mehh 33 awww thank you your really beautiful yourselfr amp ok let talk ,Yhur hellaa cute qhet at mehh 33 ,No
3079,YEZiR DiS B TRU oh haha well i have two wait amp see if that happen lol ,,No
3080,yew should add myy myspaceee oh fasho but we are friends aready lol ,,No
3081,YES JAiL FOOD KOUNTS LOL haha fasho then it not that good ,no ,No
3082,YES JAiL FOOD KOUNTS LOL fasho hehe damn the food it not really good there really ,,No
3083,yeee apos it apos s nice to be met Where yhuu apos stay at yup yup it is well i from San Bernardino but i get my self around like i travel most of the times ,Na ,No
3084,yeahh X yea ,,No
3085,yeahh so whatss yourr namee i neverr got it oh sorry my name is Shady ,,No
3086,yeahh amp amp youuuh oh just chillen ,Na ,No
3087,yeah that really sucks i wish that you could approve of the song that gets played on tv or something lol hahaha that so true so wat chu like ,,No
3088,y r u so cute idk but i guess just try to look my best lol thank you cutie ,,No
3089,Wuuuhhss Crackkinn wasuup wasuup ,no ,No
3090,Wuuhhdsz Crackinn wasup cutie ,,No
3091,WUT IS UR PERFECT DREAM GURL LOL i dont have a PERFECT dream gurl i like any type of gurl as long as she is sweet beautiful amp know how to have fun amp make me laugh ,,No
3092,You apos re cutee thank you ,,No
3093,your cute awwww thank you so cute urself hehe lol ,,No
3094,Your cute thank you i bet you two lol ,,No
3095,duhhhh r haha r r i love you girl r r i heard someone ot a new boyyy r r i saw a pic of dat fool r r he is a cutie,a pic of that fool ,No
3096,Austin got some pussy that apos s what went down ha yeahh think what you want,,No
3097,are you over austin most deff ,,No
3098,are you a virgin uhm i believe thats my business,Na Are You a Virgin are you a virgin virgin Na ,No
3099,Who apos s the most beautiful person you know everyone,,No
3100,What was the best job you apos ve ever had never had one,,No
3101,Well my 8th grade year yur 7th grade year ummmmm danielle dixion ,,No
3102,wait what r ur boo r r ur new boyfreind ,,No
3103,wait what ur boo,,No
3104,If you could instantly become an expert at one style of dance what style would you pick ummm contemperary,,No
3105,duhhhh haha,,No
3106,Your cute lol thanks you cutie ,Na ,No
3107,did you know I love you D awwwwwwwwww 3 r did you kno dat i love more ,,No
3108,did you know I love you D awwwwwwwwww ,,No
3109,ayy yoo jordan yuh da bomb ummmmmmmm,ummmmmmmm ,No
3110,ayy yoo jordan yuh da bomb diggady r this is yur favorite black person since lik 8th grade who am i get it right or ill b hela mad lmao ummmmmmmmmmmmmmmm r r give me more hints r r please ,get it right or ill b hela mad lmao ,No
3111,yupp yupp laker Bby 33 lol hellyea lakers are the best who is the fucken champions lol 33333333,,No
3112,yuh knoe what ir meann 3r lol yea i do ,,No
3113,yourrr cutee awww thank but your beautiful ,,No
3114,Your Sexyy why thank you your fine yourself ,,No
3115,your not to old for me hehehe ,,No
3116,YOUR SO FUCKIUNG PRETTY but you needa stop worrying so much about guys they should be the least of your worries you have an amazing personality but guys always make u seem like your so depressed well thankss and its not just guys its ONE guy who fucked up my life and i do have shit going on more than just one guy,,No
3117,What is the gravest reason you apos ve been to hospital for I dont know S,,No
3118,haha wow LAURA they VV are jelous you have boobs they dont and LISTEN UP V she apos s not a whore or bitch so chill with that 33loveyouubabyyy haha thanks bby gurll 3,,No
3119,do you take relationships seriouslyr of courseeee ,,No
3120,Do you miss Rebecca Lyn yes i doo 3r thats my babyyy,,No
3121,Do you Love Rebecca Lyn of course i doo 3,,No
3122,do you like her jerryka r thats my sis 3,,No
3123,do you like dick do you ,do you like dick ,No
3124,Do you knoww that i love you 3 haha yes baby 3,,No
3125,Do you know that your fuckin amazingg D well now i know ,,No
3126,Do you know a kid named Luis that apos s like a senior in Columbus or a junior I apos m not sure how do you know him he apos s really cute haha maybe whats his last name ,,No
3127,Do you iron your hair sometimes ,,No
3128,do you have boyfriend not yet ,,No
3129,do you have a sis two niggah ,,No
3130,do you hate natasha drayton not at all ,,No
3131,do you believe everything you hear not at all,,No
3132,do ya like any1 im not sure do you ,,No
3133,do u want a tatto um idk maybe when im older ,,No
3134,Do u know anyone named Tyler at southwood y yes i doo what about you tyler,,No
3135,did you used to smoke dont worry bout it,,No
3136,did you and moises ever hook up and shit cause im sure he wanted too haha nopee and how would you know ,,No
3137,tabi i feel so bad about these bitchy girls who keep on saying shit to you on here if they even knew you they would no you are the most moddest girl i have ever met awhhhh thank you sooo much idk why people keep saying that i think im so pretty haha because i think im nothing special and then it brings me to the im fishing for compliments when im litterally not idk who commented that but thanks all these people need to get a life and stay out of mine because they obliously do not no me ,,No
3138,define quot hooked up quot making out or going farther ,Na ,No
3139,Damn i cant believe you dont know who did the post about loving our lunch or sleeping with their sister im disappointed but i apos ll give you a hint I cant think of a hint so it apos s Christian haha i love juuuuu 3,Na ,No
3140,damn too bad you apos re taken haha 3,,No
3141,do you smoke no ,,No
3142,Do you think you and tony are going to last duh 3,ur such a bitch on the inside sorry but i dont like you no one does ,No
3143,,,No
3144,do you think your prettier than your sister fuck nooo ,no ,No
3145,Guuurl Don mess wit me Jk I can apos t act ghetto DAMMIT lmao let me guess erickk ,,No
3146,guess who quot Elvis Elvis let me be keep your pelvis far from me quot 0_o lmfao i have a videoooooooo ,no ,No
3147,gues who this is it stars with a j a c o b haha let me guess jacob lol ,,No
3148,grrrr next week great 3,,No
3149,girl whoes saying its elizabeth stfu and stop putting her name cuz i know thats not herrrr 3 ,stfu and stop putting her name cuz i know ,No
